num, desc
581, 你新的正向思考模式以及你所說或所想的肯定語，正讓你的財務變得更好。
582, 信任你財務的所需會被供應，因為你的信心引動正向的顯化。
583, 揚升大師們已聽見與回應你關於釋放財務壓力的祈禱。他們指引你做出健康的改變，這會改善你的情況，遵循你的直覺並依此做出改變。
584, 將任何的擔憂或掛念，特別是與職業或財務有關的，都交給天使們，因為他們會協助你找到獲得宇宙支援的方式，這是所有人皆能獲得的。
585, 要改善你的財務，你會需要做出一些重要的生命改變。你已知道這些改變有哪些。所以朝那方向採取行動……今天就開始！
586, 透過祈禱、肯定與以及從事你覺得有意義的計畫，你會發現你的財務壓力獲得減輕。
587, 你新的事業活動將你引領到成功之路。
588, 你最近的改變以協助你採取健康的新財務習慣，這會為你開啟豐盛之流。
589, 當你改變你的職業，它更能滿足於實現個人抱負，你的財務所需也正得到供應。
590, 將你的焦點完全專注於這問題，【我如何進行靈性的服務？】並讓神照料所有的細節，你所需做的就是聆聽愛的聲音，並遵循它溫柔的指引，這或許會請你做出健康的改變。
591, 當你對於你神聖的生命目的抱持正向的想法，你的職業變得更有意義也更靈性導向。
592, 當你全心奉獻你的時間與能量，在發展靈性為基礎的職業時，信任你會完全受到支持。
593, 揚升大師們已聽見與回應你關於改善職業的祈禱，如此，它更具有意義也更能實現個人抱負。
594, 天使們協助你做出健康與迫切的改變，這讓你全心投入你的時間在你神聖的目的上。
595, 改變你的職業，如此它才會更是以靈性為中心。
596, 當你在職業上，專注為一個靈性目的而服務，所有生活的細節會變得更容易處理。
597, 關於你職業上的點子與行動，你是走在正確的道路上。
598, 你以靈性為基礎的新事業活動將會非常成功。
599, 這訊息督促你改變你的想法與行動，如此你的時間會完全投入，以完成你神聖的生命目的（這是與你的心接近且息息相關的課題）。
600, 將任何的擔憂或壓力交給神，他正在看顧與支持著你。   
601, 你的祈禱、正向的想法於對神的專注，都幫助你減輕生活的壓力。
602, 信神正協助你日常的生活所需，因為的確如此。
603, 你祈求幫助的祈禱，已被神與揚升大師們（例如：耶穌與聖者）所聽見與回應。
604, 神與天使們看顧你與你所愛的人，確保你們都受到保護並獲得你們的所需。
605, 神正協助你改善生活，好讓你的心靈更平靜。
606, 因為你將神與靈性放在你生活的中心，其他一切事會自行得到照料。
607, 你靈性的焦點已將你引領到正確的道路上，你的所需會得到照料。
608, 將任何對金錢的擔憂交給神，他提供你一切的所需。
609, 與神談論你神聖的生命目的，包括任何你與你職業和靈性道路有關的問題。
610, 運用正向的肯定語合氣道以減輕你的壓力。
611, 你所想、所說與所寫的話語，正決定你的事情會如何進行，所以專注在你所想要以及正向的結果。
612, 對於這情況保持正向，因為你的了關於信心會創造一個更佳的結果。
613, 揚升大師們説明你對這情況感到快樂與平靜。
614, 將任何的壓力與擔憂交給天使，對於每日的擔心，他們會幫助你。
615, 你正向的新觀點正改善你的家庭與工作生活。
616, 只去看可能性，別去看物質的幻象。你是有力量的，並能運用正向的思考模式克服任何情況。
617, 持續運用你新的靈性的方式，因為它對你和你的生命有正向的效果。
618, 你夢想陳真的練習正在產生效果，持續觀想並肯定豐盛。
619, 對於你的職業與財務保持正向，並將你所有的焦點放在透過你的工作為一個靈性目的服務。
620, 信任神照顧你的所需，因為這是真的。
621, 信心與正向想法正美妙的解決這情況，所以持續這健康的修行。
622, 這是來自天使強烈的訊息，督促你【保持信心】，一切安好，因為它將會是如此。
623, 信任揚升大師們已聽到與回應你祈求幫助的祈禱，因為他們已如此做。
624, 信任天使們創造奇蹟的能力已協助和支持你。
625, 信任你正經歷或考慮做出的改變，會協助改善這情況。
626, 無論在你周圍發生什麼，保持一切都會得到解決的信心。你的信心對結果有正向的效果。
627, 你的信心是有保證的，因為你目前的行動證正大加改善你的家庭與工作的生活。
628, 信任你總是會有足夠的錢支付你的開銷支持你自己。
629, 當你全心投入你神聖的生命目的，信任你能支援你自己。
630, 將任何的擔憂交給神與揚升大師，並祈求他們對這情況的協助，如此他們才能介入協助。
631, 揚升大師們請你對這情況保持正向，因為你的想法正影響這結果。
632, 信任揚升大師們已聽見與回應你的祈禱，因為他們的確如此。
633, 你無須擔憂任何事，因為揚升大師們會照顧這情況。
634, 將任何的擔心或掛念交給天使與揚升大師們，他們現在就與你同在。
635, 揚升大師們幫助你改善你的生命，所以知道你正經歷的改變是個祝福。
636, 透過祈禱和冥想，讓揚升大師們減輕你的壓力。
637, 所有與這情況相關的一切都美妙的得到解決！
638, 揚升大師們以硬體與回應你關於職業與財務的祈禱。
639, 你神聖的生命目的是被揚升大師所看顧與幫助的，透過你靈性為基礎的職業，他們會一直支持你。
640, 將任何的擔心交給神與天使們，他們無條件的愛你並協助這情況。你並不是孤獨一人！
641, 天使們請你將擔心轉為祈禱，因為擔心吸引更多擔心，但是祈禱吸引奇蹟。
642, 信任天使正照料這情況，因為他們的確如此。
643, 上天派遣天使與揚升大師們，協助你克服壓力的經驗，祈請他們對這情況的任何協助，並對他們的幫助與指引敞開。
644, 你無須畏懼任何事，因為有許多的天使此時此刻正與你同在，將任何的恐懼交給他們。
645, 當你開始進行生命的新章節，天使們在一路上的每一步都陪在你身邊。
646, 唯一阻礙你的是擔憂，幸運的是如果你祈求天使的協助，他們會減輕這壓力。
647, 天使們已聽見呼求幫助的祈求，他們再度向你保證所有一切都被照料。
648, 將任何金錢的擔憂交給天使，他們保證你所有的所需都會被供應。
649, 天使一直支援你與你神聖的生命目的。
650, 透過你正經歷的改變，神幫助你，一切都依你最高的美善而得到解決。
651, 你越保持正向的思考模式，你目前所經歷的改變會獲得越佳的解決。
652, 信任現在所發生的每件事，都依其本所應然而發生，因為它的確如此。信任一切安好。
653, 揚升大師們已聽見與回應你對於改善生命得祈禱。他們再度像你確認一切都會被照料。你只需聆聽與遵循內在的指引。
654, 當你採取行動改善生活時，天使們支持著你。
655, 你正度過的巨大改變，這會將很美好的祝福帶入你的生命，最終會讓你的生命更加輕鬆。
656, 一切安好，即時表面上可能感到有壓力 在這一切之下是神聖的秩序。你很快會看到目前的改變是對你祈禱的回應。
657, 這情況可以是好是壞，這取決於你的焦點是基於正向或是恐懼。祈請天使提振你的想法與觀點，如此你能吸引最佳的結果。
658, 信任你所經歷的改變是對關於職業與財務祈禱的回應。
659, 召喚天使協助你做出改變，這會讓你有更多的時間與能量全心投入你靈性的召喚與神聖的生命目的。
660, 將所有擔心與掛念交給神，它能幫助你每一個細節。
661, 看待這情況的最佳方式是正向的肯定語，並將你的想法專注於你所想要的。
662, 信任一切安好，因為它的確如此。
663, 祈請揚升大師們説明你這情況，因為自由意志的緣故，唯有得到你的允許（例如透過發出請求、肯定語或是祈禱）他們才能協助你。
664, 天使們協助你將恐懼與負面的想法，轉換成和平與正向，以回應你祈求幫助的祈禱。
665, 要轉化改善你的生命，現在時做出有益的改變的時刻。祈請天使們在這方面的協助。
666, 你的想法太專注於物質幻像，在靈性上提升你的想法，好讓你生命回歸軌道。
667, 你處於巨大正向突破的邊緣，這將提供你正在尋求的許多解決與解答。
668, 知道神是你所有美好的根源，包括你要用來支付帳單的錢供應你的所需。
669, 對與你的生命目的予以靈性為基礎的職業，你無須畏懼任何事。你所需要做的事祈求上天的協助，並聆聽與留心隨之而來的直覺。
670: 神正協助你將你的生命回到軌道，所以持續追隨那光。
671, 這情況是由你將正向言詞，運用在你思考、說話與書寫的程度所定。你越正向，其結果越好。
672, 信任你正待在於你所應該在的地方，你已學習到很有價值的課題並得到力量。
673, 持續的祈禱，並將擔心交給揚升大師們，因為你的祈禱正在奏效。
674, 天使們與你同在，他們說你正走在正確的道路上，所以無需畏懼。
675, 你已受到壓力或沮喪，所以你做出的一些非常有幫助且健康的改變，最早的情況已過去。
676, 無需擔憂，因為你正在做對的事。
677, 如果你一直想知道你是否朝正確方向前進，這是告訴你，你的確是。
678, 在你財務上一個重大的改善正在發生。
679, 關於你的職業與神聖的生命目的，你正走在正確的方向。
680, 神已聽見並回應你關於減輕財務壓力的祈禱，如此你所有的物質所需都會被供應。
681, 對於你的事物保持正向， 因此你的想法正影響這情況的結果。
682, 信任你將有足夠的錢來支付你的帳單與滿足你的所需。
683, 揚升大師們聽見並回應你，關於財務穩定的祈禱，所以無需恐懼。
684, 你被天使們完全的支持著，他們看看顧保護你與你所愛的人。
685, 你所經歷的改變將會減輕財務的壓力。
686, 要改善你的財務情況，肯定並觀想豐盛。
687, 你已收到正確的點子，而而且它會是成功的，只要你保持正向。
688, 你的喜悅與感恩會保持豐盛之門為你而常開，所以繼續專注在你已擁有的，你將會吸引更多到你的生命中。
689, 你與你靈性為基礎的職業，會得到財務上的支持。
690, 當你專注於透過你的工作或是義工活動而做靈性服務時，神會供應你物質的所需。
691, 對於你的職業與生命目的保持正向，因為樂觀會吸引事業的成功。
692, 當你專心遵循你靈性的召喚，去療愈、教導或從事其他的服務時，信任你的帳單會被支付。
693, 揚升大師們看顧你與你的所需，如此你能全心投入你的時間與能量在你神聖的任務上。
694, 天使們已聽見與回應你關於發展靈性修行與目的的祈禱。天使們一直在支持你與你的職業。
695, 保持穩定與堅定不移的專注在你靈性的指引與目的上，因為它將會支持你。
696, 專注在遵循靈性的召喚，你的物質所需將會被供應。
697, 關於你職業上的點子與行動，你的物質所需將會被供應。
698, 你處在一個職業轉換點，這會幫助你感到財務的穩定。
699, 將任何的擔憂置於身後，並朝你靈性召喚的方向，採取每日的行動。
700, 持續遵循你神聖的指引，因為你與神有一個非常清楚的連結，這會引領你走在正確的道路上。
701, 你的祈禱與正向的肯定語已為你指出正確的方向。
702, 信任你正處於你該處的位置，做你該做的事。
703, 神與揚升大師們鼓勵你繼續前行，因為你走在正確的道路上。
704, 你目前所採取的步驟被神與天使們所看顧與保護。
705, 現在對你而言是做出健康生命改變的最佳時刻，因為你被神的愛與力量所保護。
706, 你在生命中爭朝正確的方向前進，特別是在財務與家庭領域上。
707, 神的智慧引領你走在正確的道路，到這自信向前行。
708, 當你遵循你的夢想時，你在財務與其他各方面是完全受到保護的。
709, 這是將你的時間與能量專注於你神聖的生命目的的完美時刻，這條路表達你內心去療愈、説明與服務的慾望。
710, 你的祈禱與正向的想法，已引領你朝正確的方向而行。
711, 持續你的肯定語和觀想，因為它們有效！
712, 信任你所有顯化的努力，都正讓你的夢想成真。
713, 揚升大師們，特別是女神正為你所做的選擇與行動而恭喜你。繼續加油！
714, 你的祈禱以及與天使們的連結，已為你鋪好一條美好的道路，這將會為你和你所愛的人提供所需的一切。
715, 你正經歷或考慮做出的改變，對你而言的確是你該採取的步驟。
716, 你正向的肯定語將你引領到道路，會讓你更輕易滿足你的物質所需。
717, 你內在的願景與心的渴望是在正確的軌道上，有自信的依你的計畫向前行。
718, 你的觀想與肯定語，正為你帶來許多金錢的豐盛。
719, 關於你以靈性為基礎的職業，你走在正確的道路上，只要你保持想法的正向。
720, 信任神與你自己，知道你在做對的事。
721, 你充滿信心與正向的想法，以吸引美好與值得信任的新機會與關係。
722, 你全然的信心與樂觀已創造與吸引奇蹟。
723, 信任揚升大師與你同在，指引與支持你。
724, 天使們請你信任並【保持信心】，因為關於這情況的所有一切都正得到解決與療愈。
725, 信任你所想到關於做出改變的點子與想法，因為它們是神聖所啟發的。
726, 透過信任而不是擔憂，你實現你的渴望，所以信任，信任，再信任。
727, 你全然的信心，正吸引好的人事物與機會到你身邊。
728, 信任你的財務正在改善，因為他們的確如此。
729, 相信你自己與你改變著世界的能力。採取行動，知道當你專注在神聖的生命目的時，你是安全並得到支持的。
730, 你與神和揚升大師們有清楚地連結，你準確的聆聽並遵循他們神聖的指引。
731, 持續你每日起到與冥想的修行，因為它讓你在充滿愛的思考模式中歸於中心。
732, 信任你準確的聽到來自揚升大師們的神聖指引。
733, 揚升大師們非常高興你遵循直覺的神聖指引，這是對你祈禱的回應。
734, 天使與揚升大師看顧著你，確保一切安好，特別是與新的事業與關係有關的事。
735, 你準確的聽到並遵循你神聖的指引。
736, 對於釋放恐懼與擔憂給揚升大師們，你做的很好，如此你完全表達你神聖的創造特質、喜悅、平靜與愛。
737, 揚升大師們說你已在高處飛翔，繼續加油！
738, 你已準確的聽到神聖的指引，這引領你走在增加豐盛的道路上。
739, 揚升大師們正協助與指引你的職業與你的神聖生命目的、持續祈禱、冥想與遵循你的直覺指引。
740, 神與天使們針對這情況再給你緊密合作，想你再度保證你在做正確的是以及一切安好。
741, 天使們請你對於你所採取的步驟保持正向，因為你走在正確的方向。
742, 信任天使在這情況指引與保護你。因為他們的確如此。
743, 天使與揚升大師們已聽見並給予神聖指引，來回應你的祈禱，你正準確的聽見並遵循著他們的指引。
744, 你與天使們有清楚地連結，這引領你遵循非常準確的內在知覺。
745, 天使們正協助你為更好的生命而做出改變。
746, 將任何的擔憂與掛念交給天使，並專注在你的渴望、夢想以及目前在你生活中所感恩的一切。
747, 天使們要你朝夢想的方向展翅高飛。
748, 你一直都受到天使們的支持，包括你的財務方面也是。
749, 天使說在你職業的選擇上，你朝的是正確的方向。
750, 你目前所經歷或正在考慮的改變，是健康、有益且由神聖所指引的。
751, 你現在所做的改善是美好的投資，會為你產生許多快樂的紅利。
752, 信任你透過正向的改變，你在做正確的事，因為的確如此。
753, 揚升大師們引領你在聲明作出正向的改變。因此，遵循你的直覺。
754, 當你的生命為更好而改變時，天使會陪伴你走過每一步，並保護和指引你。
755, 你正經歷一場重要的生命改變，這會為你的生命帶來莫大的祝福。
756, 是試新想法與方法的好時機，因為他們會戲劇性的改變你的生命方式。
757, 是的，做出你正考慮的轉變是個好主意。
758, 你對於錢的新想法與點子，是精準與值得信任的。
759, 這是正確的時機，將你的焦點與能量灌注，在創造令你心歡唱、具靈性意義的職業上。
760, 持續的專注在神與靈性，以確保恆常的和諧，你的想法是有力量的，所以只專注於你的祝福於你所想要的並將任何擔憂交給神。
761, 如果你保持走在正向想法與神聖指引下的道路，你將有足夠的金錢支付你的帳單與供應你的所需。
762, 因為你已更加照顧自己與聆聽你的直覺，信任你的所需得到供應與照料。
763, 將任何的擔心或猶豫不決交給揚升大師們，關於你家庭與工作的生活，他們會在正確的道路上指引你。
764, 天使正看顧你，確保你物質的所需都得到供應。
765, 你正經歷或考慮做出的改變，已引領你走在正確的道路，---減輕你的壓力並增加你的整體健康。
766, 一切安好，你的帳單會被付清，你的所需會被供應。將任何的擔憂轉為祈求幫助的祈禱。
767, 雖然你或許尚未看到，但是對你祈禱的回應已在這裡，不要在奇蹟發生前的五分鐘放棄---繼續加油！
768, 當你持續將任何的擔憂或掛念交給上天時，你所有的物質所需都被滿足。也將會得到供應。
769, 一切都進行順利，讓你以靈性基礎的職業與生命目的得以開花結果。
770, 神在看顧你與你所愛的人，知道你是安全並受到保護的。
771, 你保持正向想法、話語與肯定語的新方式已將你的生命轉向健康新方向。
772, 信任你在做對的事，因爲你的確如此。
773, 你的祈禱與冥想，以幫助你連接準確與值得信任的神聖指引。
774, 天使為你進來的決定與行動鼓掌，他們請你繼續保持這美好的進展。
775, 在你生命的此時作出重要與健康的改變，是完全正確的。
776, 在供應你自己與你所愛的人上，你在做對的事。拍拍自己的肩膀給自己鼓勵。恭喜你做的很好！
777, 你在你生命的各領域的確都走在正確的道路上，保持平衡與靈性的覺知，如此你能持續在這發光的道路上向前行。
778, 你有點石成金的能力，你現在所做的每件事都轉變成金。
779, 對於你神聖的生命目的，你正經歷重要的突破！所以繼續加油！
780, 真不錯！因為你聆聽神的神聖指引，特別是與你的職業有關的部分。
781, 只要你保持正向的心態，你的職業會運作的非常好。
782, 信任你財務的情況自行獲得解決，以及你所有的所需都會得到供應。
783, 對於你的財務，揚升大師們已聽家與回應你的祈禱，他們正協助你目前的情況。
784, 天使們再度確保你會有足夠的錢供應你的所需，以及你正朝正確的方向前進。
785, 你所做出的改變確實會改善你的財務情況。
786, 你的直覺已引領你專向正確方向前進，在一路上你將會得到完全的支持！
787, 一切順利，現在對你而言，所有事都在綻放，特別是在職業與財務方面。這時開始新計畫、要求加薪與致力投入新事業的好時機。
788, 因為你在正確的道路上，你已打開邁向無限豐盛以及宇宙支持的大門。
789, 對於你的職業、你的靈性道路與神聖任務。持續朝現在的方向前進，在一路上你將會得到完全的支持！
790, 關於你的職業與生命目的，你準確地遵循神的神聖指引。
791, 對於你神聖的生命目的，你的正向想法與肯定語正發生效用，所以持續與它們同在。
792, 關於你的職業與生命目的，信任你走在正確的道路上。
793, 揚升大師們正指引你以靈性為基礎的職業。聆聽你的直覺並遵循來到你身邊的點子，特別是如果它們與提供服務有關。
794, 天使們祝福你與你的神聖生命目的，説明你調整你的職業，如此你能實現個人抱負。
795, 你正經歷或考慮做出的改變是極佳的。這些改變會引領你與你的靈魂目的達到一致，所以堅持到底的做出這些改變。
796, 關於一個有意義的職業，你走在正確的道路上，它會在各方面支持你。
797, 這時開始開創新事業的好時機，徹底遵循新的職業上的點子，因為你現在擁有點石成金的能力，而一切事物皆閃耀著金色的光芒。
798, 當你專注於給予服務並遵循你以靈性為基礎的熱情時，宇宙會在財務上支持你。
799, 將你全部的焦點專注於，提供與你強烈興趣熱情一致的服務，因為這是你靈性的目的，而這服務現在是很必要的，
800, 將任何的財務恐懼交給神，它確保你所有得到的物質之需的到滿足、你在各方面都得到支援。
801, 你對你財務的祈禱與正向的想法，將你保持在豐盛之流中。
802, 信任神提供你所有的一切所需，包括幫助你支付帳單。遵循你所受到的任何神聖直覺。
803, 你對於祈求財務上的幫助的祈禱已被聽見與回應。
804, 神與天使們看顧你與你的家人，並在各方面支持你。
805, 你收到神聖指引做出一些健康與正向改變，這會幫助你在最終能有更好的生活。你越快做出這些改變，你的財務與生活的其他各方面就越快得到療愈。
806, 神確保你的物質所需，例如，住所與實物等都得到供應。將對你財務的信任擔憂交給神，並信任你是由神聖所幫助的。
807, 因為你聆聽並遵循你神聖的指引，你的職業與財務都上軌道。繼續加油！
808, 你所需的一切得到豐盛的供應。敞開你的雙臂去接受來自你的造物主要給予你的一切美善。這豐盛以許多方式朝你而來，包括點子、機會與提供你協助的人們。確實的注意並遵循這些對你祈禱的回應。
809, 神支援你的神聖生命目的，當你專注於你的靈性事業時，他確保你所有的所需都得到供應。
810, 將任何的擔憂交給神，他會提振你的信心，如此你能吸引最好的經驗與最佳的可能結果。
811, 對於你財務，只要你保持正向的想法與感覺，你所有的帳單都會被付清，你也會經驗持續的豐盛。
812, 信任你對於職業和財務順利的祈禱、肯定語以及觀想，因為他們的確如此。
813, 你的祈禱與正想想法正結合揚升大師們的全然支持，他們會提振你與這情況，到達最高的層次與最佳的可能結果。
814, 天使們請你對於你的職業和財務保持正向想法，如此你能吸引最佳的結果。
815, 你新的肯定語和觀想聯繫，正對你的職業和財務產生有利的效果。
816, 非常重要的是，將你對金錢的任何擔憂轉成肯定語和祈禱，以確保最佳的可能結果。
817, 你對於職業的點子與想法朝正確的方向，將會為你帶來加薪或晉陞。
818, 你對於職業和財務的正向肯定語正產生效果，所以繼續加油！
819, 只要你對神聖的生命目的保持正向的想法，你會在這努力上得到支持。
820, 信任神看顧你與你的家庭，確保你的所需都得到供應。
821, 當你保持正向並充滿信心，你的財務情況會迅速的改善。
822, 你越保持正向，你的財務情況越佳。
823, 揚升大師們提振你對於財務的信心與樂觀，因為他們知道信心的奇蹟力量。
824, 倚靠在天使身上，並對你的財務情況保持正向，藉助他們的全然信心，對於金錢方面，相信一切安好。
825, 當你度過職業和財務的轉變時，你的樂觀是重要的。保持信心，相信你所有的財務所需將會得到供應，無論是現在或是未來。
826, 與其擔心金錢，不如放鬆並保持正向，如此神聖所啟發的點子才能顯現，讓你知道如何以有意義的方式賺取金錢。
827, 恭喜！你走在正確的道路上，並且金錢正朝你流過來！
828, 你對財務豐盛的信心有多強，與你實際經驗到財務有多豐盛有很大的關聯。保持信心，因為它是你財務生活的神奇元素。
829, 你已經有並會一直有足夠的錢，讓你能全心投入你的生命目的---只要你繼續充滿信心與保持樂觀。
830, 上天已聽見你對於財務協助的祈禱，並協助你增加你的財務之流，確實注意與遵循任何指引你採取正向行動的直覺，因為這是天助自助者一種主要方式。
831, 揚升大師們協助你對於你的財務保持正向，因為他們知道正向的肯定語會向磁石般的實現你的渴望。
832, 信任揚升大師們正在各方面支持你。
833, 你已祈求接受財務上的幫助，而協助就在這裡！你被充滿愛與強而有力的揚升大師們所圍繞，他們已回應你尋求幫助的祈求。
834, 天使、大天使與揚升大師們，已聽見與回應你對於付清帳單與照顧你無知所需的祈禱。
835, 你正經歷或考慮做出的改變，會證明是對你祈禱的回應，因為這些新的方式會帶給你莫大的獎賞。
836, 將對金錢的任何擔憂交給神揚升大師們，他們正看顧、保護與支持你。
837, 當你遵循有關你職業與財務上的神聖直覺時，你走在正確的道路上。
838, 保持讓你祈禱與靈性為你意識的中心，避免專注在生活的物質面（特別是金錢）。
839, 揚升大師們說，你能透過以靈性為基礎的職業，在財務上支持自己。
840, 神與天使們正看顧你所愛的人，確保你們所需都得到供應。
841, 保持正向的觀點，因為天使說你的樂觀會吸引更大的美善到你的生命中。
842, 信任天使們正祝福並幫助你的職業與財務，因為他們的確如此。
843, 你祈求在工作上協助的祈禱，已被天使與揚升大師們聽見並回應。
844, 大天使們與天使們在各方面支持你，包括幫助你的財富之流與豐盛。
845, 天使們幫助你在你的職業與財務做出正向與健康的改變，在你度過這些改變時，你是被支持著的。
846, 天使們協助你所有的物質所需，更常倚靠天使，並將任何的擔憂交給他們。
847, 天使們說關於你的職業與財務，你正朝正確的方向前行。
848, 你在各方面都被天使們全然的支援著，敞開接受他們的協助，你越接受，你越能與他人分享。
849, 天使們再度向你保證，當你全心奉獻自己於具靈性的職業時，你的財務會被支持。
850, 你正做出的改變是有神聖所啟發，這將幫助你在生命中得到新層次的豐盛。
851, 你正向的思考方式，正吸引財富之流的增加與其他領域的豐盛。
852, 信任你對於你的職業與財務，做出正確的轉變，因為你的確如此。
853, 你祈求財務幫助的祈禱已被聽見，回應來自要你做出一些非常必須與健康的改變的神聖的直覺。做這些改變，並看著豐盛之流朝你而來。
854, 天使們透過指引你做出正向的改變，而協助你療愈職業與財務的生活。確實的遵循你的直覺。
855, 你的財務之流現在正在劇增。
856, 你之前所感到的財務壓力現在被移除，取而代之的是財務的穩定與豐盛。
857, 你在絕佳的時機做出絕佳的改變，這會讓你的職業與財務得到療愈。繼續加油！
858, 要療愈職業與財務的生活，你必須在生命中做出一些正向與健康的改變，你已知道你需要做的事是什麼，所以信任這知識並不延遲的採取行動。
859, 要經驗更多的成就感、更多的意義感與目的，以及更穩定的財務之流，改變你職業的焦點，讓它更以靈性為基礎。
860, 將對財務的任何恐懼交給神，他會確保你的所需得到供應。
861, 與其擔心金錢，不如祈禱。擔心吸引更多問題，而祈禱吸引解決之道。
862, 信任你所有財務與物質所需都被照料，因為它們的確如此。
863, 揚升大師們已聽見與回應你祈求物質和財務支持的祈禱，將任何的擔憂與掛念交給他們，並遵循他們神聖的指引……這會已採取正向行動的想法、感覺或點子的形式來到你身上。
864, 天使們看顧你與你所愛的人，確保你們所有的物質所需，例如房子、食物等都會得到供應。
865, 要克服財務課題，改變你的想法與行為，好讓它們完全與你真是的信念一致。你越真實，你會經驗越多的豐盛。
866, 與其擔心金錢（這對任何從事不會有任何幫助，還時常讓事情變得更糟），不如轉為祈禱和冥想的靈性方法（這總是有幫助）。
867, 對於你職業的點子與行動，你正朝正確的方向而行。有自信的向前邁進，你會看到並經驗到光。
868, 你正經驗財務的穩定，過往的日子的財務壓力現在已離你而去。
869, 當你全心投入以靈性為基礎的職業時，你所有的財務所需都會被照顧。
870, 透過祈禱遵循你內在的指引，你與神無限的智慧共同合作。其結果是你會經驗神聖的和諧與豐盛。
871, 保持你對豐盛的正向想法、肯定語和觀想，因為這些事件有正向的效果。
872, 信任你正在正確的職業道路上，這會確保你經驗情緒、靈性與財務上的滿足感。
873, 揚升大師們正像你確保，有一個穩定的支持與豐盛之流正供應你所需的一切。
874, 你正聆聽你的天使直覺指引，因此這確保一切美好的大門已為你打開。
875, 你正經歷或考慮的改變，會療愈你的財務與職業。有信心的隨這些改變向前邁進。
876, 你正採取正確的步驟，以確保你無知與財務的所需都得到供應。
877, 你絕對是走在正確的道路上，所以繼續走下去。你目前的路徑帶來靈性與物質的雙重獎賞。
878, 你目前的道路確保你在財務上全然受到支持，你做出很好的選擇。
879, 持續的朝你夢想與渴望前進，因為他們是你神聖生命任務的基礎。當你全心投入你的生命目的，你的財務會得到照料。
880, 造物主正在各方面支持你。將任何的掛念與擔憂，特別是與金錢有關的部分，交給神。
881, 關於你職業與財務，門已為你打開，你能協助這豐盛之流，透過每日正向的肯定語，例如：【我敞開我的雙臂，接受與我周圍每個人所帶來的愛的禮物】。
882, 只要你對你的心有信心，你的財務情況會持續的流動與改善。
883, 你正接受神聖指引對你的職業與財務的協助，主要是來自揚升大師們（例如，耶穌、聖者、象頭神甘尼許等。
884, 天使們已聽見你祈求財務增加的祈禱，他們正在這課題上幫助你。
885, 關於你的職業與財務，有個正向改變正來到，例如，加薪、晉陞或意外之財。
886, 你財務之流的唯一障礙是恐懼與擔心，將任何的擔心或掛念交給天使們，你會經驗到豐盛的增加。
887, 對於你的職業與財務，你正走在正確的道路上。繼續保持下去。
888, 這是便是得到宇宙全然的財務支援，非常吉利的朕兆，金錢朝著你的方向而來。
889, 當你全心奉獻從事你的靈性興趣，並為他人提供服務（這是你神聖生命任務的基礎），你的財務是受到保障的。
890, 神完全的支持你與你的神聖生命任務。
891, 將你全部的能量專注於回答這個問題：我如何能服務並讓世界成為更美好的地方？而你所有的物質所需都會得到照顧。
892, 信任你的神聖生命任務是被宇宙所支持的。將對於錢的任何擔憂或掛念交給上天。
893, 你與揚升大師們有緊密的連接，當你走在神聖生命目的的道路上，他們一路上支持與指引著你。
894, 當你全心奉獻你自己與你的神聖生任務時，你的天使確保你所有的物質所需都得到供應。
895, 讓你的職業更以靈性為基礎，你正走在你神聖生命目的的道路上，並經驗來自處於正確生活的全然的支持。
896, 與其擔憂你的職業或財務，不如祈禱與肯定一切安好。你的靈性事業在更方面得到完全的支持。
897, 關於你以靈性為基礎的職，你走在正確的道路上，所有的大門都為你打開。
898, 只要你將你的職業專注於為一個有意義的目的而服務，你在財務、靈性、情緒與智慧上都得到完全的支持。
899, 放下任何拖延你靈性職業與神聖任務的傾向，並知道你越快以指引採取行動，你就越快經驗到隨著你生命目的而來的極樂與豐盛。
900, 這是來自神強烈的訊息，督促你全心投入時間與能量到你神聖的生命目的，這世界非常需要它。對於下一步驟該如何做，可祈求神的指引。   
901, 關於你以靈性為基礎的事業，持續與神保持連接，並自信的遵循神聖所指引的直覺。
902, 信任神正指引你與你的事業，因為這是真的。
903, 神與揚升大師們對於你職業的道路，正給予你非常真實的指引。你會以點子、感覺或靈感方式接受。
904, 當你專注於為這世界的一個靈性目的而服務時，神與天使支持著你。
905, 神指引你在你的事業做出健康與正向的改變，如此，你能全心投入時間與能量在你神聖的生命目的上。
906, 當你專注於用你的事業為神聖而服務時，神確保你所有的物質所需都會得到供應。
907, 關於你的事業，你與你以靈性為基礎的事業會在各方面的到全然的支援。
908, 你的上一個階段就要告一段落，而新的階段即將到來。別嘆怨或不捨，把重心放在下個階段—因為在未來，你的責任是作個好榜樣、照亮後面的人並給予指點。
909, 透過你的事業，將你的焦點完全專注在你服侍神愛的旨意。祈禱並遵循有關你事業道路的指引。
910, 關於你的生命目的，持續正向的肯定語和祈禱，因為它們有效果。
911, 對於你以靈性為基礎的事業的點子保持正向的思考模式是非常重要。正向的想法是你目前最重要的資產。
912, 信任你對於你事業的正向肯定語正產生效果，因為它們的確如此。
913, 揚升大師們守護你的事業，對享受你以靈性為基礎的事業保持正向的影像。
914, 天使們守護你的事業，並在神聖生命目的道路一路上指引你。
915, 你已做出正想改變正協助你的事業朝你有意義的生命任務開花結果。
